Name,Manufacturer,Serial Number,Category,Purchase Date,Purchase Cost,Location,Company,Order Number,Quantity,Notes,Model Number,Min Qty,Supplier
Honey Glazed Carrots,Youopia,e7f4e247-ead0-41a3-a7d6-04549a525658,Health,2025-09-23,3.49,Jenang Selatan,Grady and Sons,6092,239,"Sweet and savory carrots glazed in honey, perfect as a side dish.","Soft and fluffy whole wheat pita bread, great for wraps.",25,Wordware
Peach Yogurt,Kaymbo,e7d4849d-b4f5-43db-a01b-57d03eb89d64,Jewelry,2025-07-26,1.29,Jiwei,"Marquardt, Effertz and Hansen",42201,64,Creamy peach-flavored yogurt with real fruit.,Tangy and crunchy dill pickles.,268,Twinder
Chocolate Mint Protein Shake,Cogilith,917db19d-9339-4ead-b740-e3063fe67c86,Electronics,2025-08-11,3.99,Lanos,Leffler-Walker,43490,38,A nutritious shake with rich chocolate and refreshing mint flavors.,Gentle glove for brushing and massaging your pet.,179,Cogibox
Chocolate Protein Powder,Kwimbee,,Games,2025-12-14,,Baiguan,,3955,128,Rich chocolate protein powder for smoothies and baking.,Healthier way to make popcorn in the microwave without oil.,1,Yakitri
Set of Measuring Spoons,Photofeed,95e3fd5e-b424-4deb-b372-f3aec1d81da5,Health,2025-09-04,12.99,Az Zāhir,Gerlach-Rice,74743,23,Stainless steel measuring spoons set for cooking.,"Crunchy peanuts coated in honey, perfect for snacking.",62,Cogidoo
Smart Water Bottle,Buzzbean,2b3bb214-50ef-42b2-8052-1bd982c33206,Shoes,2025-12-30,39.99,Soubré,"Runolfsdottir, Orn and Hyatt",57384,175,Water bottle that tracks your hydration levels.,Classic V-neck sweater crafted from soft wool for warmth and style.,14,Riffpedia
Electric Milk Frother,Zazio,dd458de0-8b2e-498f-8b63-e3c399bdd72f,Industrial,2025-01-18,19.99,Santa Rosa,Spencer-Sipes,99003,38,Handheld frother for creating frothed milk for coffee.,Nutritious and quick-cooking red lentils.,290,Skyba
Spicy Thai Coconut Soup,Gevee,514339d7-0815-4362-b621-a5f462fedfce,Music,2025-07-26,,Zürich,,21716,228,,Training tool for reinforcing commands and behavior in dogs.,171,Twitterbeat
Honey Mustard Sauce,Myworks,,Home,2025-04-19,3.29,Angkahgede,Gulgowski-Hermiston,29342,63,,Programmable digital thermostat for home heating.,168,Voomm
Insulated Cooler,Latz,5059210a-c920-4952-92e7-231e79c05858,Movies,2025-05-14,,Kangani,Rohan-Wuckert,,246,Leak-proof cooler bag ideal for picnics and camping.,Small toolkit with essentials for home repairs.,267,Jaloo
Coconut Cream Pie,Tagfeed,4dfb5dd0-8010-4b9d-9958-b7ce0055392c,Beauty,2025-08-23,9.49,Bagangan,,64131,34,Delicious pie filled with coconut cream and topped with whipped cream.,Rechargeable LED camping lantern for outdoor use.,296,Riffwire
Smartphone Photography Ring Light,Skilith,61a7ffeb-d832-4dbf-9168-17200df57853,Music,2025-04-01,29.99,Vila do Maio,"Schoen, Fritsch and Hand",65856,91,Portable ring light that enhances your photos with perfect lighting.,A blend of dried Italian herbs for cooking.,137,Trilith
Spicy Salsa Verde,,04692a88-8f92-405a-ac8d-c31627b93020,Games,2025-09-04,3.49,Monkstown,Koepp-Kassulke,98238,174,"Green salsa with a spicy kick, great for dipping.",Wi-Fi enabled plug for controlling devices from your smartphone.,138,Wordify
Fitness Tracker with Heart Rate Monitor,Edgewire,e6f4ec3a-1b90-4adf-ad24-c2f25aec0221,Automotive,2025-09-30,59.99,Pitogo,"Kuvalis, Kuhn and Hand",30537,208,Wearable device to track fitness activities and heart rate.,Gluten-free biscuits made with almond flour.,225,Skajo
Classic BBQ Sauce,,7f6c0ba3-9a3f-4c63-a60b-36fb0d82d160,Sports,2025-12-13,,Mantalongon,"Reinger, Rodriguez and Bernier",,184,Smoky and sweet BBQ sauce for grilling and dipping.,Marinated chicken breasts coated in a sweet honey mustard glaze.,124,Bubbletube
Memory Foam Mattress Topper,Skimia,bff60aaa-668a-4a30-8f28-db7cda88f75c,Music,2025-07-19,109.99,,Beatty Inc,67147,201,,"Savory hash made with sweet potatoes and kale, a perfect side dish.",121,
Safety Goggles,Brainsphere,,Music,2025-02-03,14.99,Likasi,,75024,226,Protective goggles for DIY and construction work.,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",60,
Measuring Cups Set,Flashdog,ec6cfbea-306c-4012-9e29-7c3203c1b5f2,Beauty,2025-09-12,19.99,Krasni Okny,,90878,46,Stackable measuring cups made from stainless steel.,Cozy cable knit cardigan to layer during chilly evenings.,235,Flashpoint
Home Karaoke System,Rooxo,97794347-bfe8-46bc-877e-5c154727303f,Toys,2025-07-23,129.99,München,Greenholt Group,16119,153,Complete karaoke system with microphones and speakers.,"Delicate ravioli filled with roasted butternut squash and spices, perfect with a sage butter sauce.",,Skyndu
Blueberry Oatmeal Cups,,3a82e79f-c45b-496a-87b4-472d30b9b901,Jewelry,2025-01-03,3.29,Maykor,Nitzsche LLC,52721,110,,Secure phone mount that wirelessly charges your device while driving.,158,Dabjam
Artisan Flatbreads,Fliptune,,Clothing,2026-01-07,2.99,Shufeng,,31300,189,"Thin and crispy flatbreads, perfect for dips.",True wireless earbuds with excellent sound quality.,,Quamba
Dried Apricots,Zooxo,31dc59dc-0887-44a3-afc3-cc697a096ef1,Games,2025-03-31,3.79,,,86294,28,"Sweet, chewy dried apricots, great for snacking or baking.","Crunchy granola bars made with almond butter, oats, and honey, perfect for on-the-go snacking.",183,Trilia
Pasta (Linguine),Rooxo,189bda22-3db3-4132-a37c-7610a3924061,Baby,2026-01-05,1.89,Ḩuwwārah,Turner-Wisoky,30172,133,"Thin, flat pasta perfect for various sauces.",Fragrant fried rice with authentic Thai basil and veggies.,84,Teklist
Animal Paw Print Soap Dispenser,,ab698645-2175-4944-b380-8d7c0107c9fa,Health,2025-09-09,16.99,Bílovice,"Doyle, Kozey and Emmerich",55677,70,Cute dispenser for bathrooms or kitchens featuring paw prints.,Nutty-scented oil for stir-fry and marinades.,118,Innojam
Tandoori Chicken Marinade,,ab430a3d-d3b8-4a1b-8447-2b3281137576,Beauty,2025-02-15,2.49,Chak Two Hundred Forty-Nine TDA,"Bartoletti, Bechtelar and Weber",73258,243,Delicious and tangy marinade for grilling or baking chicken.,Energy-efficient lights to illuminate outdoor areas.,,
Chopping Board,Skivee,8c5eb525-a28c-4f5f-acbc-17a6ae28850c,Shoes,2025-04-18,29.99,Zabrat,,55835,271,Reversible bamboo chopping board for food prep.,Fun and educational puzzle set for kids.,139,Eadel
Fitness Jump Box,,0fd80207-6151-47f1-8671-486ea4ad6225,Home,2025-07-09,69.99,,,24830,177,Durable and adjustable jump box for effective workouts.,Instant noodles with a spicy Thai sauce for quick meals.,201,Oyoyo
Recipe Book Stand,Jatri,,Electronics,2025-07-24,22.99,Cabanilla,"Pouros, Johns and Deckow",97230,14,Stylish stand to hold your recipes while cooking.,,96,Livetube
Cranberry Orange Juice,Livefish,,Toys,2025-05-26,,,,85402,260,Refreshing juice blend of cranberries and oranges.,Roasted cashews coated in honey and sesame seeds for a sweet treat.,275,Devpoint
Garden Tool Belt,Brainlounge,bb5018d7-bb39-4cd7-b1fb-4169fd6b4054,Electronics,2025-04-04,22.99,,Roberts LLC,8434,26,Handy belt for carrying garden tools while working.,Secure phone mount for your vehicle's dashboard.,27,Camimbo
Collapsible Water Bottle,Zooveo,f53a15e3-c7ce-4569-89ee-5fa2a903a6b8,Grocery,2025-05-05,12.99,Kulase,Kreiger-Bernier,,150,,,245,Dabshots
Biodegradable Dog Waste Bags,Demivee,4ffee4c2-32ad-4c2d-94b5-dddb16db0851,Grocery,2025-05-11,,Rennes,Hammes Group,11977,159,Eco-friendly bags for picking up after your pet.,"Bell peppers stuffed with rice, beans, and spices, ready to bake.",67,Realcube
Soft Plush Throw Blanket,Youspan,ca92165e-7190-4dc9-a175-55f70b1497a2,Outdoors,2026-01-28,29.99,Yangxiang,"Miller, Sanford and Schroeder",96928,14,Cozy throw blanket perfect for chilly evenings.,,109,Voonyx
Pumpkin Spice Latte Mix,Pixoboo,,Computers,2025-11-12,3.29,Tegalheras,Franecki Inc,30688,156,Instant mix for delicious pumpkin spice lattes at home.,"Savory, roasted nuts seasoned with garlic and parmesan.",269,Eadel
Sesame Garlic Stir-Fry Sauce,Babbleset,cd1de6f9-816f-43b5-889a-afcbb919764a,Home,2026-02-05,2.79,Ţubarjal,Dare LLC,29193,154,A flavorful sauce for stir-frying vegetables and meats.,Genuine leather wallet with multiple compartments.,89,Wikibox
Chocolate Fudge Brownie Mix,Rhyzio,4e38082f-6bee-43b9-b67e-836e647db06f,Computers,2025-02-19,2.99,Aglipay,"Collier, Friesen and Ryan",62330,77,Just add water for delicious brownies.,Comfortable pet bed for small to medium-sized dogs.,290,Thoughtsphere
Ripped Boyfriend Jeans,Divavu,4b04be63-1043-44f7-b6a0-94c80717fdaa,Health,2025-02-21,54.99,Sernur,,90637,211,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.","Tangy green salsa made with tomatillos, perfect for tacos.",64,Zoozzy
Whipped Cream Cheese,Kazio,663d4538-beb0-41be-a96e-143ba3a9c02a,Clothing,2025-10-20,2.99,,,47940,199,"Light and fluffy cream cheese, perfect for bagels or cooking.",Convenient water bottle for pets on the go.,175,Fanoodle
Inflatable Paddle Board,Pixoboo,43a4623c-77e7-47c4-8c03-480c4b6f8aaa,Clothing,2025-01-25,349.99,Nerekhta,Gutmann Inc,16666,209,Lightweight and portable paddle board for water sports.,"Organize travel documents, passport, and cards.",220,Buzzdog
Non-Stick Baking Sheets,,0c9fe767-29bd-4c32-9b35-5f04b0a1b944,Garden,2025-04-23,,,Bahringer and Sons,10512,47,Set of baking sheets for effortless baking.,Roasted almonds dipped in rich dark chocolate.,,Ozu
Spicy Chicken Wings,Dynazzy,,Grocery,2025-07-23,,Kłomnice,"Bernhard, Powlowski and Hane",83998,157,"Wide range of flavored wings, perfect for parties or casual snacking.",,,Fivechat
Self-Adhesive Wallpaper,Wordtune,cb5c923b-b939-4155-bf64-09aeabfabac0,Automotive,2025-03-28,34.99,Khandagayty,Shanahan-Bradtke,42813,63,,Crispy cheese snacks that melt in your mouth.,247,Aimbu
Matcha Green Tea Powder,Voonte,561ce43c-c7a5-470c-a7d7-e87a3d73d597,Books,2025-05-31,14.99,Al Badārī,King-Reinger,56680,9,High-quality matcha for making traditional tea or lattes.,Wi-Fi camera with motion detection for home security.,258,Wordpedia
Beef Sirloin Steak,Reallinks,,Kids,2025-12-17,15.99,,,61314,189,"Juicy and tender beef sirloin steak, grass-fed.","Instant oats with a savory twist, such as herbs and spices.",12,Edgetag
Nutritional Yeast,Brightbean,13001ff8-2c6e-4ae9-82f6-e015b18b8b0f,Sports,2025-10-27,3.59,Lýkeio,Hills-Bode,,102,A healthy vegan cheese alternative packed with nutrients and flavor.,"Creamy dip made with real onions and spices, great for chips and veggies.",99,Linkbridge
Roasted Garlic Pasta Sauce,Jabbercube,c63b77bf-5ed0-4371-80c8-d75702a54e2a,Beauty,2025-10-17,4.99,Liancheng,Leannon Group,,266,A flavorful pasta sauce made with roasted garlic.,Gluten-free pancake mix made with almond flour.,167,Skyndu
Apple Cinnamon Instant Oatmeal,Wikido,d3d36ee1-1fd0-4955-ad5a-d0f0e15abc2b,Kids,2025-07-10,,Saint-Quentin-en-Yvelines,,26226,190,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast.","Creamy and smooth peanut butter, perfect for sandwiches.",107,Vinder
Falafel Mix,Skiptube,,Tools,2025-06-28,2.79,Berbérati,Rau LLC,46743,148,Easy-to-make falafel mix for a tasty vegetarian meal.,Flexible molds perfect for baking cakes and pastries.,167,Rhynyx
Trainers with Mesh Inserts,Youspan,,Kids,2025-05-19,69.99,Kochevo,"Parisian, Wintheiser and Altenwerth",75318,189,Comfortable trainers with mesh inserts for breathability.,Flavorful sauce perfect for stir-frying vegetables and tofu.,111,Feedbug
Jump Rope with Counter,Aibox,7da3c436-ea26-46b6-8a70-1f4f490e828f,Garden,2025-12-21,,Khyzy,Cormier-Kulas,3710,105,Durable jump rope with built-in counter for workouts.,Heat-sensitive mug that changes color when filled with hot liquid.,113,Chatterbridge
Sliced Cheese,Skiba,4b68b279-83c5-4038-ac0d-b807b7b24070,Kids,2025-06-28,4.49,Venëv,Farrell-Steuber,93288,8,"Assorted sliced cheese, perfect for sandwiches.",Waterproof cover to protect car seats from pet hair and dirt.,35,Wordify
Buffalo Cauliflower Wings,Feedmix,,Sports,2025-10-12,6.99,Suncheon,,76964,1,,Wireless trackpad for enhanced laptop navigation.,254,Bluezoom
High-Waisted Skirt,Dabjam,,Music,2025-05-09,,,Cronin-Kulas,79942,47,"Chic high-waisted skirt, perfect for professional or casual settings.",Non-slip yoga mat for optimal grip and comfort.,279,Kazio
Greek Yogurt Parfait,Kazio,f76abfb1-7ccd-43ba-a26e-9862c44bcd68,Automotive,2025-03-20,4.49,Qiman,"Brakus, Skiles and Spencer",13889,79,"Layered Greek yogurt with granola and mixed berries, ready to enjoy.",Sanitary holder that ensures your toothbrush stays clean.,,Chatterpoint
Chicken Sausage,Bubblemix,94061904-6e8d-484a-a05d-224a051f4ed5,Electronics,2025-12-14,6.99,Bojongaren,Wolf-Gulgowski,,171,"Flavorful chicken sausage, low in fat and fully cooked.",Quick-cooking ramen noodles made with organic wheat.,40,Wikizz
Camping Chair with Cooler,Avamba,61ffac90-702c-426e-8a8b-8f76b330e58a,Jewelry,2025-11-14,49.99,,"Kub, Gerlach and Hilpert",24136,191,Foldable chair equipped with a cooler pouch.,Portable desk that can be adjusted for sitting or standing.,,
Smart Thermostat,Yakijo,d746482c-2dc0-4a73-9b89-2a790d478fb0,Electronics,2026-01-25,149.99,Huangjiazhai,Dach-Cummerata,75035,135,,"Freshly baked rustic bread, perfect for sandwiches or dipping in olive oil.",291,Yozio
Sweet Potato Noodles,Abatz,f456099b-75d6-4a79-91e3-2f6eb7d9ed79,Clothing,2025-06-29,3.79,Situ,Davis-Koss,12441,240,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",A flavorful sauce made with coconut milk and spices.,239,Photobug
Adjustable Pet Grooming Table,Avavee,016e1550-f628-4c4f-8a64-b1ae5b4b70d1,Grocery,2025-06-03,,Kiên Lương,Daugherty-Von,63084,60,Professional grooming table with adjustable height.,,294,Buzzbean
Cork Yoga Mat,Thoughtmix,39b14519-d474-44dc-b0ac-f0eb17b9406f,Tools,2025-01-17,39.99,Ciwidara,Torphy-Mraz,5041,274,Eco-friendly yoga mat made from sustainable materials.,Bluetooth scale that tracks body composition through an app.,178,
Fitness Resistance Bands Set,Tazzy,,Shoes,2025-11-29,34.99,Loo,Will-MacGyver,18310,42,Variety of bands suitable for all fitness levels.,"Shrimp marinated in a honey garlic sauce, ready to cook.",230,Cogidoo
Cordless Electric Screwdriver,Zoonoodle,98406c78-9cb4-4063-94e8-ff3237d23480,Clothing,2025-01-14,39.99,Pathum Thani,,99133,111,Rechargeable screwdriver with multiple bits for DIY projects.,Portable folding camping chair with cup holder.,256,Chatterpoint
Insulated Coffee Mug,Skinix,,Kids,2025-08-25,24.99,Campo Largo,,36573,202,Double-walled mug to keep your drink hot for longer.,"Rich in selenium, perfect for snacking or baking.",14,Trudeo
Nature Explorer Lens Kit,Pixoboo,,Sports,2025-07-28,19.99,Maji,Predovic-Zboncak,15976,13,Magical lens kit for kids to explore the outdoors.,Love-themed molds for creating desserts and treats.,79,
Digital Photo Frame,Skibox,,Kids,2025-11-27,79.99,Itoigawa,Mraz and Sons,,64,Wi-Fi-enabled digital frame for displaying photos.,"Nutty flavored lentils, perfect for soups and salads.",,Fivespan
Vegetable Stir Fry Mix,Jatri,47821fb3-12dc-4488-8949-1ae81e45951a,Books,2025-09-07,3.29,Changnyeong,"Macejkovic, Kautzer and Runolfsson",,159,A mix of fresh vegetables for quick stir-fries.,Creamy dessert made with rice and cinnamon.,72,Skajo
Cushion Covers,Realcube,4f97ad95-9028-4e49-af31-4fd46ad334b9,Music,2025-09-25,,Balitai,,24702,292,Set of decorative cushion covers for home decor.,Frozen chicken wings with garlic parmesan sauce.,119,Devify
Fresh Strawberries,,363a71f1-349d-4856-84b6-c686d7cbcdc5,Baby,2025-07-22,3.99,Malá Strana,Cruickshank and Sons,36723,221,,"Assorted herbal teas, perfect for a warm and relaxing drink.",26,Yabox
Gardening Gloves,Realbridge,036fc66f-47e1-4d17-ae13-b88e752b35b1,Electronics,2025-04-02,15.99,Huangbei,Pfannerstill-Rempel,,254,Durable gardening gloves with reinforced fingertips.,"Flavorful mustard with a tangy kick, perfect for hot dogs and sandwiches.",283,Meemm
Non-Stick Baking Sheets,,b1a3f2f8-0854-4769-9142-ad60701a4f94,Clothing,2025-05-09,29.99,Hasaki,Hilll-Spinka,59715,39,Set of baking sheets for effortless baking.,,90,
Coconut Curry Lentils,Skyvu,,Sports,2025-05-09,5.79,Miastko,,53594,33,,Instant mix for creamy vanilla pudding.,233,Feedmix
Organic Quinoa Chips,Topicshots,2aa4f659-2746-4e95-9f4d-80bb88f13a06,Home,2025-03-03,3.99,Yelkhovka,Willms Group,,121,"Light and crispy chips made from quinoa, ideal for dipping.",Peel and stick wallpaper for easy home decor changes.,258,Browseblab
Organic Chia Seeds,Flashpoint,,Jewelry,2025-03-30,7.99,Nabire,Abernathy and Sons,32707,129,Nutritious chia seeds great for smoothies,"Creamy dip made with real onions and spices, great for chips and veggies.",195,
Hibiscus Herbal Tea,Quire,84454a02-71da-4427-9fba-3f85af8d59c9,Kids,2025-02-06,,,Deckow Group,29099,241,"Floral and refreshing herbal tea, great hot or iced.",Fiery hot sauce made with fresh habaneros and spices.,193,Buzzshare
Active Racerback Tank,Agimba,95c8f1b3-1c9f-4145-ad9a-e2be42b6c8b0,Tools,2025-05-11,,,,94935,113,Lightweight and moisture-wicking racerback tank for workouts.,"A mix of nuts roasted with spicy seasonings, perfect for snacking.",49,Voonder
Brussels Sprouts,Wikizz,b2f24a25-7792-455e-97e9-4bc72baa2c3d,Baby,2025-02-10,3.49,,,36940,96,"Fresh Brussels sprouts, great for roasting or steaming.",Compact keyboard for tablets and smartphones.,285,Quatz
Couscous,Tagchat,ba2b9116-4828-4c63-85d9-274e84986441,Home,2025-07-19,2.49,,,87913,84,"Quick-cooking couscous, great as a side or base.",Gentle brush for removing loose fur from pets.,114,Thoughtsphere
Maple Cinnamon Granola,Skinte,3219372b-acae-4f7e-91bd-b2b06caf8700,Industrial,2025-10-27,4.29,Pancur,,10240,283,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks.",Passive noise reduction headphones for focus.,145,Feedspan
Puzzle 3D Model Kit,Quamba,b80a6b87-0d65-4bb8-9404-04ed6065c93a,Garden,2025-03-29,22.99,Kotadukuh,Armstrong Group,9995,67,3D model puzzle kit for creative builders.,Instant oatmeal cups with blueberries for an easy breakfast.,259,
Camping Chair,Quimba,42bf6536-ba7b-4337-bcd7-fe2fb88c4b98,Music,2025-05-22,29.99,Hongor,Yundt Inc,40742,181,Portable folding camping chair with cup holder.,Nutritious and hearty pasta made from whole wheat flour.,211,Shuffledrive
Puff Pastry,Wikizz,1814df4c-c35b-4108-b008-e195aaf19fa1,Grocery,2025-12-25,5.49,Ratilangi,,,183,Versatile puff pastry for pies and pastries.,"A blend of roasted red peppers and spices, perfect for dipping.",282,Topicblab
Backpack,Eimbee,d6100c9a-84e1-452e-946e-4a52f813c317,Home,2025-12-24,49.99,Yanglong,Braun-Gulgowski,99143,4,Durable and spacious backpack for travel and school.,"Sweet and fruity peach preserves, perfect for spreading on toast.",,Gabvine
Trail Mix (Deluxe),Lazz,75aa7396-451b-43c7-a578-f0b1929d97b3,Baby,2025-06-25,4.59,Panalanoy,Dickens-King,68936,130,"A delightful mix of nuts, fruit, and chocolate.",Set of resistance bands for strength training at home.,274,Photofeed
Garden Hoses with Expandable Features,Browseblab,,Industrial,2025-11-24,34.99,Liverpool,Hettinger-Crona,53939,73,"Lightweight, expandable hoses for easy handling.",Set of brush pens for colorful and creative painting.,122,Wikivu
Honey Sesame Chicken Mix,Chatterpoint,67d6d009-c0b9-48ca-84e2-db47ce0544f2,Clothing,2025-04-10,8.99,Guanzhuang,,,287,A meal kit featuring tender chicken with honey sesame sauce.,"Creamy vanilla fudge, a sweet treat for all occasions.",120,Aivee
